,race,lsat,zfygpa,DOB_yr,zgpa,fulltime,fam_inc,age,gender,parttime,Dropout,pass_bar,tier,gpa
17626,0.0,39.0,-0.55,64.0,-0.97,1.0,3.0,-62.0,0,0.0,0,0.0,4.0,0
17627,0.0,31.0,0.65,69.0,0.8,1.0,4.0,-62.0,0,0.0,0,1.0,2.0,0
17628,0.0,29.0,-0.46,46.0,-0.28,1.0,3.0,-39.0,1,0.0,0,1.0,3.0,0
17629,0.0,32.0,1.38,69.0,1.79,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0
17630,0.0,35.0,-0.25,69.0,0.2,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,0
17631,0.0,38.0,0.81,68.0,1.14,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,0
17632,0.0,43.0,-0.64,69.0,-0.9,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,0
17633,0.0,31.0,0.8,69.0,1.19,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17635,0.0,33.0,0.05,57.0,-0.22,1.0,3.0,-50.0,0,0.0,0,1.0,3.0,0
17636,0.0,42.0,-0.56,66.0,-0.28,1.0,5.0,-59.0,0,0.0,0,1.0,4.0,0
17637,0.0,39.0,1.66,69.0,1.18,2.0,4.0,-62.0,0,1.0,0,1.0,3.0,0
17638,0.0,46.0,-0.11,67.0,-0.12,1.0,4.0,-60.0,0,0.0,0,1.0,4.0,0
17639,0.0,40.0,-1.04,68.0,-0.82,1.0,4.0,-61.0,1,0.0,0,1.0,6.0,0
17640,0.0,33.0,-0.51,68.0,-0.32,1.0,3.0,-61.0,1,0.0,0,1.0,2.0,0
17642,0.0,38.0,-0.26,68.0,0.48,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,0
17643,0.0,32.5,0.06,63.0,-0.32,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,0
17644,0.0,37.0,-0.99,66.0,-1.61,1.0,5.0,-59.0,1,0.0,0,1.0,3.0,0
17645,1.0,24.0,-1.55,68.0,-1.76,1.0,4.0,-61.0,1,0.0,0,0.0,3.0,0
17646,0.0,47.0,0.39,69.0,0.66,1.0,4.0,-67.0,0,0.0,0,1.0,3.0,0
17647,0.0,30.5,1.18,69.0,0.83,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0
17648,0.0,25.3,0.09,67.0,0.05,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0
17649,1.0,37.5,-0.79,69.0,-0.88,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0
17650,0.0,39.0,-0.98,69.0,-1.3,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0
17651,0.0,34.0,0.39,68.0,1.02,1.0,3.0,-66.0,1,0.0,0,1.0,3.0,0
17652,0.0,39.0,1.03,67.0,1.0,1.0,4.0,-60.0,0,0.0,0,1.0,6.0,0
17653,0.0,34.0,2.53,66.0,2.41,2.0,4.0,-59.0,0,1.0,0,1.0,3.0,0
17654,0.0,33.0,0.48,68.0,-0.14,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,0
17655,0.0,35.0,0.44,69.0,0.26,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0
17656,0.0,35.0,1.84,61.0,0.73,2.0,2.0,-54.0,0,1.0,0,1.0,2.0,0
17657,0.0,41.0,-0.71,67.0,-1.94,1.0,3.0,-60.0,0,0.0,0,1.0,5.0,0
17658,1.0,41.0,-0.31,69.0,0.54,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,0
17659,0.0,37.0,-1.35,69.0,-1.2,1.0,5.0,-62.0,0,0.0,0,1.0,3.0,0
17660,0.0,31.0,1.08,49.0,0.97,1.0,2.0,-47.0,1,0.0,0,1.0,2.0,0
17661,0.0,32.5,-0.36,69.0,-1.0,1.0,4.0,-67.0,1,0.0,0,1.0,3.0,0
17662,0.0,37.0,0.57,68.0,0.3,1.0,4.0,-61.0,1,0.0,0,1.0,3.0,0
17663,0.0,31.5,0.79,51.0,1.49,2.0,4.0,-44.0,1,1.0,0,1.0,3.0,0
17664,1.0,28.0,-1.58,69.0,-2.18,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,0
17665,0.0,29.5,-1.23,59.0,-1.45,1.0,4.0,-57.0,0,0.0,0,1.0,2.0,0
17666,0.0,39.0,-0.55,67.0,0.29,1.0,2.0,-65.0,1,0.0,0,1.0,3.0,0
17667,0.0,31.5,1.31,65.0,1.16,2.0,3.0,-58.0,1,1.0,0,1.0,3.0,0
17668,0.0,44.0,-0.67,66.0,-0.17,1.0,4.0,-59.0,0,0.0,0,1.0,4.0,0
17669,0.0,35.0,1.09,66.0,0.82,1.0,3.0,-59.0,1,0.0,0,1.0,3.0,0
17670,0.0,29.5,-1.28,66.0,-1.35,1.0,4.0,-59.0,1,0.0,0,1.0,3.0,0
17671,0.0,37.0,0.09,65.0,0.01,1.0,5.0,-63.0,0,0.0,0,1.0,4.0,0
17672,0.0,36.0,0.0,58.0,0.5,1.0,4.0,-51.0,1,0.0,0,1.0,3.0,0
17673,0.0,34.0,-0.39,69.0,-0.64,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,0
17674,0.0,36.0,0.27,52.0,0.77,1.0,4.0,-45.0,1,0.0,0,1.0,3.0,0
17675,0.0,39.0,-0.01,68.0,0.21,1.0,5.0,-61.0,0,0.0,0,1.0,5.0,0
17676,0.0,40.0,1.94,61.0,0.21,1.0,4.0,-54.0,1,0.0,0,1.0,5.0,0
17678,0.0,41.0,-0.14,67.0,-0.05,1.0,3.0,-66.0,0,0.0,0,1.0,3.0,0
17679,0.0,35.0,-1.38,68.0,-1.48,1.0,3.0,-61.0,1,0.0,0,0.0,4.0,0
17680,0.0,42.0,1.13,57.0,1.2,1.0,4.0,-50.0,1,0.0,0,1.0,3.0,0
17682,1.0,32.0,-1.38,67.0,-0.93,1.0,2.0,-60.0,1,0.0,0,1.0,3.0,0
17683,0.0,35.0,1.67,68.0,1.65,1.0,4.0,-61.0,0,0.0,0,1.0,2.0,0
17684,0.0,42.0,0.01,58.0,0.39,1.0,4.0,-51.0,0,0.0,0,1.0,4.0,0
17685,1.0,22.5,0.45,60.0,0.06,1.0,3.0,-53.0,0,0.0,0,1.0,1.0,0
17686,0.0,37.0,-0.07,65.0,-0.19,2.0,3.0,-63.0,1,1.0,0,1.0,5.0,0
17687,0.0,38.5,-1.34,65.0,-1.0,1.0,4.0,-63.0,0,0.0,0,1.0,4.0,0
17688,0.0,43.0,0.49,67.0,0.42,1.0,3.0,-60.0,0,0.0,0,1.0,4.0,0
17690,0.0,31.0,0.31,69.0,0.12,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17691,0.0,43.0,0.47,56.0,0.29,1.0,3.0,-49.0,0,0.0,0,1.0,5.0,0
17692,0.0,37.0,0.63,64.0,0.69,1.0,4.0,-57.0,0,0.0,0,1.0,2.0,0
17693,0.0,36.0,0.99,69.0,1.06,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17694,0.0,35.0,-0.4,66.0,-0.59,1.0,4.0,-64.0,0,0.0,0,0.0,5.0,0
17695,0.0,45.0,1.29,69.0,1.39,1.0,5.0,-62.0,0,0.0,0,1.0,3.0,0
17696,1.0,40.0,-1.03,68.0,-1.07,1.0,3.0,-61.0,0,0.0,0,1.0,4.0,0
17697,1.0,28.0,-1.13,67.0,-1.09,1.0,2.0,-65.0,1,0.0,0,1.0,3.0,0
17698,0.0,37.0,-0.1,67.0,0.52,1.0,4.0,-60.0,0,0.0,0,1.0,5.0,0
17699,0.0,24.3,-0.36,68.0,-1.16,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,0
17700,1.0,26.5,-0.07,68.0,-0.64,1.0,2.0,-61.0,0,0.0,0,1.0,3.0,0
17701,0.0,44.0,-1.03,67.0,-1.29,1.0,3.0,-60.0,0,0.0,0,1.0,5.0,0
17703,0.0,44.0,0.77,68.0,1.22,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0
17704,0.0,33.0,0.11,69.0,-0.45,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0
17705,0.0,34.0,-0.1,69.0,-1.2,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0
17706,0.0,28.0,-0.29,68.0,-0.84,1.0,4.0,-66.0,0,0.0,0,1.0,3.0,0
17707,1.0,34.0,-0.45,65.0,-0.31,1.0,3.0,-58.0,1,0.0,0,1.0,3.0,0
17708,0.0,37.0,-1.46,68.0,-1.75,1.0,4.0,-66.0,0,0.0,0,0.0,2.0,0
17709,0.0,41.0,0.23,69.0,0.27,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,0
17710,0.0,32.0,0.49,68.0,-0.12,1.0,3.0,-61.0,0,0.0,0,1.0,4.0,0
17711,0.0,38.0,0.66,69.0,0.36,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0
17712,0.0,41.0,0.57,64.0,0.91,1.0,4.0,-57.0,0,0.0,0,1.0,6.0,0
17713,0.0,36.0,1.37,57.0,1.14,1.0,3.0,-55.0,1,0.0,0,1.0,2.0,0
17714,0.0,46.0,-0.66,58.0,0.1,1.0,4.0,-51.0,0,0.0,0,1.0,5.0,0
17716,0.0,32.0,-0.32,67.0,-0.11,1.0,5.0,-60.0,1,0.0,0,1.0,5.0,0
17717,1.0,37.7,0.1,68.0,-0.94,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,0
17718,0.0,31.0,-0.75,68.0,-1.26,1.0,2.0,-61.0,0,0.0,0,1.0,2.0,0
17719,0.0,38.0,0.32,63.0,0.78,1.0,2.0,-56.0,0,0.0,0,1.0,5.0,0
17720,0.0,38.0,-0.15,68.0,0.62,1.0,4.0,-61.0,1,0.0,0,1.0,4.0,0
17721,0.0,35.5,0.46,67.0,0.35,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0
17722,0.0,27.5,-0.79,70.0,-0.05,1.0,4.0,-68.0,1,0.0,0,1.0,2.0,0
17724,1.0,37.5,-1.1,67.0,-1.23,1.0,3.0,-60.0,1,0.0,0,1.0,6.0,0
17725,0.0,33.0,-1.72,69.0,-2.0,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0
17726,0.0,36.0,-0.15,42.0,0.18,2.0,2.0,-35.0,1,1.0,0,1.0,4.0,0
17727,0.0,27.0,-0.65,68.0,-0.97,1.0,4.0,-66.0,1,0.0,0,1.0,4.0,0
17728,0.0,35.0,0.85,64.0,0.81,1.0,4.0,-57.0,1,0.0,0,1.0,3.0,0
17729,0.0,29.0,-1.02,63.0,-0.96,1.0,3.0,-56.0,0,0.0,0,1.0,5.0,0
17730,0.0,36.0,0.39,68.0,0.6,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0
17733,0.0,39.0,0.91,69.0,0.22,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0
17734,0.0,45.0,1.58,60.0,1.75,1.0,3.0,-53.0,0,0.0,0,1.0,5.0,0
17735,0.0,28.0,0.83,68.0,0.89,1.0,4.0,-61.0,0,0.0,0,0.0,2.0,0
17736,0.0,38.0,0.23,69.0,-0.22,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17737,0.0,32.0,0.58,68.0,0.31,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,0
17738,0.0,37.0,-0.86,69.0,-0.58,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17739,0.0,38.0,-0.67,69.0,-0.72,1.0,5.0,-62.0,1,0.0,0,1.0,4.0,0
17740,0.0,40.0,-0.36,62.0,-0.07,1.0,3.0,-55.0,1,0.0,0,1.0,5.0,0
17741,1.0,21.0,-0.15,68.0,-0.36,1.0,2.0,-61.0,1,0.0,0,0.0,1.0,0
17742,0.0,36.0,-0.81,58.0,-1.26,2.0,3.0,-51.0,1,1.0,0,1.0,5.0,0
17743,0.0,40.0,-0.88,69.0,-0.88,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17744,0.0,45.0,0.87,66.0,1.14,1.0,4.0,-59.0,0,0.0,0,1.0,3.0,0
17745,0.0,39.0,2.04,59.0,1.23,2.0,4.0,-52.0,1,1.0,0,1.0,5.0,0
17746,0.0,39.0,0.89,70.0,0.82,1.0,4.0,-63.0,1,0.0,0,1.0,4.0,0
17748,0.0,34.0,-0.18,68.0,0.15,1.0,5.0,-61.0,0,0.0,0,1.0,3.0,0
17749,0.0,44.0,-0.11,69.0,-0.46,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,0
17750,0.0,40.0,1.86,48.0,1.66,1.0,4.0,-41.0,1,0.0,0,1.0,4.0,0
17751,1.0,28.0,0.82,49.0,0.84,2.0,3.0,-47.0,1,1.0,0,1.0,3.0,0
17752,0.0,34.0,-0.74,70.0,-1.06,1.0,3.0,-63.0,0,0.0,0,1.0,3.0,0
17753,0.0,40.0,0.26,69.0,0.51,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,0
17754,0.0,40.0,0.62,69.0,0.49,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,0
17755,0.0,41.0,0.3,69.0,0.33,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,0
17756,0.0,47.0,-0.04,68.0,-0.88,1.0,4.0,-66.0,0,0.0,0,1.0,4.0,0
17757,0.0,33.0,0.61,67.0,-0.23,1.0,3.0,-65.0,1,0.0,0,0.0,3.0,0
17758,0.0,33.0,1.21,58.0,2.11,1.0,4.0,-51.0,0,0.0,0,1.0,3.0,0
17759,0.0,39.0,0.48,65.0,0.53,1.0,2.0,-58.0,0,0.0,0,1.0,4.0,0
17760,0.0,38.0,0.6,68.0,1.12,1.0,5.0,-61.0,0,0.0,0,1.0,3.0,0
17761,0.0,45.0,-0.46,69.0,-0.5,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17762,1.0,30.0,-0.4,69.0,-0.46,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,0
17764,0.0,41.0,-1.17,67.0,-1.33,1.0,3.0,-60.0,0,0.0,0,1.0,3.0,0
17765,0.0,44.0,0.0,65.0,0.13,1.0,3.0,-63.0,0,0.0,0,1.0,2.0,0
17766,0.0,33.5,1.23,69.0,1.27,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0
17767,0.0,33.0,-0.99,68.0,-0.28,1.0,3.0,-61.0,1,0.0,0,0.0,2.0,0
17768,0.0,34.0,0.88,68.0,-0.41,1.0,5.0,-61.0,0,0.0,0,1.0,4.0,0
17769,0.0,31.0,0.12,69.0,-0.12,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0
17770,0.0,33.0,-0.2,69.0,0.1,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17771,1.0,32.0,0.96,66.0,0.46,1.0,1.0,-59.0,0,0.0,0,1.0,3.0,0
17772,0.0,36.0,0.24,67.0,-0.08,1.0,3.0,-60.0,1,0.0,0,1.0,3.0,0
17773,0.0,41.0,1.02,62.0,1.01,1.0,3.0,-55.0,1,0.0,0,1.0,3.0,0
17774,0.0,42.0,0.47,67.0,0.68,1.0,5.0,-60.0,0,0.0,0,1.0,6.0,0
17775,0.0,30.0,0.97,63.0,0.93,1.0,3.0,-56.0,1,0.0,0,1.0,3.0,0
17776,0.0,33.0,-0.37,68.0,-0.3,1.0,5.0,-61.0,0,0.0,0,1.0,4.0,0
17777,0.0,33.5,1.07,69.0,1.5,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17778,0.0,36.0,-0.87,60.0,-1.07,1.0,2.0,-53.0,0,0.0,0,1.0,4.0,0
17780,0.0,40.0,0.35,68.0,0.25,1.0,5.0,-61.0,0,0.0,0,1.0,3.0,0
17781,0.0,29.0,-0.25,66.0,0.36,1.0,4.0,-59.0,1,0.0,0,1.0,3.0,0
17782,0.0,39.0,1.39,69.0,0.98,1.0,5.0,-62.0,1,0.0,0,1.0,4.0,0
17783,0.0,41.0,0.79,68.0,0.86,1.0,4.0,-61.0,1,0.0,0,1.0,5.0,0
17784,0.0,43.0,0.19,69.0,-0.12,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,0
17785,0.0,31.0,0.05,66.0,-0.06,1.0,3.0,-59.0,1,0.0,0,1.0,3.0,0
17787,0.0,32.5,0.16,68.0,-0.56,2.0,4.0,-66.0,0,1.0,0,0.0,5.0,0
17788,0.0,37.0,-1.79,59.0,-1.65,1.0,4.0,-52.0,0,0.0,0,0.0,3.0,0
17789,0.0,32.0,-1.96,64.0,-1.18,1.0,2.0,-57.0,0,0.0,0,0.0,2.0,0
17790,0.0,40.0,-0.8,39.0,-0.79,1.0,4.0,-32.0,1,0.0,0,1.0,5.0,0
17791,1.0,23.5,-1.08,62.0,-1.18,1.0,4.0,-60.0,1,0.0,0,1.0,3.0,0
17792,0.0,39.0,1.39,64.0,1.2,1.0,2.0,-57.0,0,0.0,0,1.0,3.0,0
17793,0.0,41.0,0.06,69.0,-0.73,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0
17794,1.0,30.0,-1.39,59.0,-1.98,1.0,2.0,-52.0,0,0.0,0,1.0,4.0,0
17795,0.0,33.0,0.81,69.0,0.73,1.0,4.0,-62.0,1,0.0,0,1.0,2.0,0
17796,1.0,34.0,0.56,59.0,0.16,2.0,3.0,-52.0,0,1.0,0,0.0,3.0,0
17797,0.0,38.0,0.72,68.0,0.36,1.0,5.0,-61.0,0,0.0,0,1.0,6.0,0
17798,0.0,41.0,-1.35,66.0,-0.98,1.0,3.0,-59.0,0,0.0,0,1.0,3.0,0
17799,1.0,32.0,0.19,68.0,0.34,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0
17800,0.0,29.5,-0.3,69.0,-1.21,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0
17801,0.0,35.0,-1.46,69.0,-1.67,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0
17802,1.0,34.0,-1.85,69.0,-1.61,1.0,4.0,-67.0,1,0.0,0,1.0,4.0,0
17804,0.0,30.5,-0.18,66.0,-0.14,1.0,5.0,-59.0,0,0.0,0,1.0,2.0,0
17806,0.0,40.0,-0.06,69.0,-0.02,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17808,0.0,37.0,-0.48,68.0,-0.66,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0
17809,0.0,34.0,-0.6,68.0,-0.45,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,0
17810,0.0,33.0,0.78,67.0,0.71,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0
17811,0.0,42.0,0.04,66.0,0.86,1.0,5.0,-59.0,0,0.0,0,1.0,3.0,0
17812,1.0,31.0,-1.01,62.0,-1.66,2.0,2.0,-60.0,1,1.0,0,1.0,3.0,0
17813,0.0,34.0,0.83,67.0,0.95,1.0,3.0,-60.0,1,0.0,0,1.0,4.0,0
17814,0.0,38.0,-1.55,69.0,-1.44,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,0
17815,0.0,35.5,-1.1,64.0,-0.82,1.0,4.0,-62.0,1,0.0,0,1.0,4.0,0
17816,1.0,35.0,1.77,58.0,2.03,1.0,2.0,-51.0,1,0.0,0,1.0,4.0,0
17817,0.0,40.0,1.17,66.0,1.0,1.0,4.0,-59.0,0,0.0,0,1.0,3.0,0
17818,0.0,28.5,-0.6,68.0,-0.77,1.0,4.0,-66.0,1,0.0,0,1.0,3.0,0
17819,0.0,28.0,-0.91,70.0,-0.75,1.0,4.0,-63.0,1,0.0,0,1.0,4.0,0
17820,0.0,40.0,-1.23,69.0,-1.26,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0
17821,0.0,36.0,0.15,68.0,-0.03,1.0,4.0,-61.0,0,0.0,0,1.0,2.0,0
17822,0.0,42.0,0.68,54.0,1.25,1.0,3.0,-47.0,1,0.0,0,1.0,4.0,0
17823,1.0,24.0,-1.75,66.0,-1.99,1.0,1.0,-59.0,1,0.0,0,0.0,5.0,0
17824,1.0,29.0,-0.02,68.0,-0.22,1.0,2.0,-61.0,1,0.0,0,1.0,2.0,0
17826,0.0,28.5,0.7,67.0,-0.6,1.0,3.0,-65.0,1,0.0,0,1.0,2.0,0
17827,0.0,38.0,-0.63,68.0,-1.26,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,0
17828,0.0,34.0,-0.01,66.0,-0.08,2.0,5.0,-64.0,1,1.0,0,1.0,3.0,0
17829,0.0,36.5,0.09,68.0,0.02,1.0,3.0,-66.0,0,0.0,0,1.0,4.0,0
17830,1.0,31.0,-1.31,51.0,-1.6,1.0,2.0,-44.0,0,0.0,0,1.0,5.0,0
17831,0.0,34.0,-0.57,69.0,-0.76,1.0,5.0,-62.0,0,0.0,0,1.0,3.0,0
17832,1.0,40.0,-1.85,67.0,-1.38,1.0,5.0,-60.0,0,0.0,0,1.0,6.0,0
17834,0.0,37.0,-0.65,67.0,-0.66,1.0,4.0,-60.0,0,0.0,0,1.0,4.0,0
17835,0.0,31.0,0.62,69.0,-0.11,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17836,0.0,42.5,-1.48,64.0,-1.47,1.0,5.0,-57.0,1,0.0,0,1.0,4.0,0
17837,0.0,32.5,0.0,69.0,0.6,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,0
17838,1.0,26.0,-0.44,64.0,-1.26,1.0,2.0,-57.0,0,0.0,0,1.0,5.0,0
17839,0.0,45.0,0.66,69.0,0.54,1.0,4.0,-62.0,1,0.0,0,1.0,5.0,0
17840,0.0,38.0,0.32,60.0,0.19,1.0,2.0,-53.0,1,0.0,0,1.0,3.0,0
17841,0.0,30.5,-0.53,69.0,-1.36,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17843,0.0,43.0,0.42,69.0,0.35,1.0,3.0,-62.0,1,0.0,0,1.0,4.0,0
17844,0.0,34.0,0.69,68.0,0.74,1.0,4.0,-61.0,0,0.0,0,1.0,4.0,0
17845,0.0,39.0,-1.09,70.0,-1.67,1.0,3.0,-63.0,1,0.0,0,1.0,3.0,0
17846,0.0,33.7,-0.33,68.0,-0.11,2.0,4.0,-61.0,1,1.0,0,1.0,4.0,0
17847,0.0,36.0,0.38,67.0,0.52,1.0,4.0,-60.0,0,0.0,0,1.0,5.0,0
17848,0.0,28.0,-1.02,69.0,-0.57,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,0
17849,0.0,32.0,0.55,69.0,0.48,1.0,3.0,-62.0,0,0.0,0,1.0,2.0,0
17850,0.0,28.0,-0.97,66.0,-1.25,1.0,3.0,-60.0,0,0.0,0,0.0,3.0,0
17851,0.0,38.0,0.67,64.0,1.22,1.0,4.0,-57.0,0,0.0,0,1.0,3.0,0
17852,0.0,38.0,1.84,58.0,2.79,1.0,3.0,-51.0,1,0.0,0,1.0,3.0,0
17853,0.0,37.0,-2.14,68.0,-1.65,1.0,4.0,-61.0,0,0.0,0,1.0,3.0,0
17854,0.0,39.0,-0.1,69.0,0.48,1.0,3.0,-62.0,1,0.0,0,1.0,3.0,0
17855,0.0,31.0,1.84,57.0,1.65,2.0,4.0,-50.0,0,1.0,0,1.0,3.0,0
17856,0.0,34.0,-1.26,63.0,-1.45,1.0,3.0,-56.0,0,0.0,0,1.0,3.0,0
17857,0.0,34.0,1.73,61.0,2.15,1.0,4.0,-54.0,0,0.0,0,1.0,3.0,0
17858,0.0,43.0,2.08,63.0,2.34,1.0,3.0,-56.0,1,0.0,0,1.0,3.0,0
17859,1.0,22.0,-1.63,69.0,-0.74,1.0,3.0,-62.0,1,0.0,0,0.0,3.0,0
17860,0.0,43.0,0.27,69.0,0.37,1.0,4.0,-62.0,0,0.0,0,1.0,5.0,0
17862,0.0,45.0,-0.29,63.0,-0.53,1.0,2.0,-61.0,1,0.0,0,1.0,3.0,0
17863,0.0,41.0,-0.56,62.0,-0.03,2.0,2.0,-55.0,1,1.0,0,1.0,4.0,0
17864,0.0,43.0,-0.57,69.0,-0.89,1.0,4.0,-67.0,0,0.0,0,1.0,4.0,0
17865,0.0,36.0,0.95,66.0,1.02,1.0,3.0,-59.0,1,0.0,0,1.0,4.0,0
17866,0.0,39.0,-0.25,69.0,-0.12,1.0,4.0,-62.0,1,0.0,0,1.0,3.0,0
17867,1.0,30.0,-1.74,69.0,-1.71,1.0,3.0,-62.0,0,0.0,0,1.0,4.0,0
17868,0.0,35.0,-0.05,67.0,-0.09,1.0,4.0,-60.0,0,0.0,0,1.0,4.0,0
17869,0.0,37.0,-0.72,69.0,-0.79,1.0,5.0,-62.0,1,0.0,0,1.0,3.0,0
17870,0.0,39.0,-0.63,69.0,0.83,1.0,4.0,-62.0,0,0.0,0,1.0,3.0,0
17871,0.0,40.0,1.44,52.0,0.81,1.0,3.0,-45.0,1,0.0,0,1.0,3.0,0
17872,0.0,34.5,-0.46,61.0,-1.75,1.0,4.0,-54.0,1,0.0,0,1.0,3.0,0
17873,0.0,29.0,-1.02,66.0,-0.81,1.0,4.0,-59.0,0,0.0,0,1.0,2.0,0
17874,0.0,31.5,0.36,67.0,0.4,1.0,4.0,-60.0,0,0.0,0,1.0,3.0,0
17875,1.0,37.0,-0.43,59.0,-0.49,1.0,1.0,-52.0,0,0.0,0,1.0,5.0,0
17876,1.0,25.0,-0.67,59.0,-0.73,2.0,3.0,-52.0,1,1.0,0,1.0,3.0,0
17877,0.0,45.0,0.12,63.0,0.04,1.0,4.0,-56.0,0,0.0,0,1.0,5.0,0
17878,0.0,36.0,-0.47,66.0,-0.54,1.0,4.0,-59.0,0,0.0,0,1.0,4.0,0
17879,0.0,38.0,0.36,61.0,0.6,1.0,4.0,-54.0,1,0.0,0,1.0,3.0,0
17880,0.0,37.0,2.0,69.0,2.15,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0
17881,0.0,35.0,0.12,67.0,0.62,1.0,4.0,-60.0,1,0.0,0,1.0,5.0,0
17883,0.0,44.0,-0.37,54.0,-0.44,1.0,4.0,-47.0,1,0.0,0,1.0,4.0,0
17884,0.0,42.0,0.59,69.0,0.82,1.0,4.0,-62.0,0,0.0,0,1.0,4.0,0
17885,1.0,35.0,-0.69,69.0,-1.29,1.0,3.0,-62.0,1,0.0,0,1.0,5.0,0
17886,0.0,35.0,0.99,68.0,1.37,1.0,3.0,-61.0,1,0.0,0,1.0,3.0,0
17887,0.0,36.0,-0.54,52.0,-0.09,2.0,3.0,-45.0,0,1.0,0,1.0,5.0,0
17888,0.0,36.0,1.09,65.0,0.83,1.0,4.0,-58.0,0,0.0,0,1.0,4.0,0
17889,0.0,40.0,-0.11,69.0,-0.95,1.0,3.0,-62.0,0,0.0,0,1.0,3.0,0
17890,0.0,34.0,1.73,65.0,1.61,1.0,3.0,-63.0,1,0.0,0,1.0,3.0,0
17892,1.0,42.0,1.08,68.0,0.01,1.0,3.0,-61.0,1,0.0,0,1.0,5.0,0
17893,0.0,35.0,-0.65,60.0,-0.81,1.0,3.0,-53.0,1,0.0,0,1.0,3.0,0
17894,0.0,40.0,-1.58,70.0,-2.05,1.0,4.0,-63.0,0,0.0,0,1.0,3.0,0
17895,0.0,38.0,-0.13,68.0,-0.91,1.0,3.0,-61.0,0,0.0,0,1.0,5.0,0
17896,0.0,33.0,-0.75,55.0,-1.05,2.0,5.0,-53.0,1,1.0,0,0.0,3.0,0
17897,0.0,36.5,-1.23,54.0,-1.16,1.0,3.0,-47.0,1,0.0,0,0.0,3.0,0
17898,0.0,32.0,0.03,59.0,-0.66,1.0,5.0,-57.0,1,0.0,0,1.0,3.0,0
17899,0.0,33.0,0.34,63.0,0.14,1.0,2.0,-56.0,1,0.0,0,1.0,2.0,0
17900,0.0,47.0,2.24,60.0,1.86,1.0,3.0,-53.0,0,0.0,0,1.0,4.0,0
17901,0.0,31.0,0.93,68.0,0.73,1.0,3.0,-61.0,0,0.0,0,1.0,3.0,0
